FID,TAZ,SUBRAD,RAD,RADNUM,SUBAREAS,PUMA,Shape_STAr,Shape_STLe
440,128,512,Woodland,51,19,Yolo,4369030.23926,9879.17470338
441,1140,33,Antelope-North Highlands,7,13,Sac_1,22985580.1758,33658.1041565
442,936,762,Auburn,76,32,Placer_1,33682834.3535,38701.0713848
443,216,870,Pilot Hill,87,40,El Dorado,1127269766.48,226621.352829
444,847,951,Georgetown,93,40,El Dorado,876320942.456,152654.995276
445,1021,952,Georgetown,93,40,El Dorado,571530254.666,174171.259154
446,1017,951,Georgetown,93,40,El Dorado,155076157.02,54878.6106655
447,929,762,Auburn,76,32,Placer_1,2350733.2832,6819.69504303
448,207,720,Lincoln,73,34,Placer_1,25160487.9893,29731.1290063
449,934,761,Auburn,76,32,Placer_1,3889155.07227,7830.96478838
450,158,761,Auburn,76,32,Placer_1,1110924.29785,4597.80959034
451,933,761,Auburn,76,32,Placer_1,20640526.0576,21471.747591
452,869,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,310716728.872,86676.1088866
453,411,112,Fair Oaks,13,9,Sac_3,21633289.3584,19171.9592731
454,159,762,Auburn,76,32,Placer_1,2108357.64355,6091.25388007
455,202,712,Rocklin,72,37,Placer_2,58033493.8438,35262.3530231
456,932,761,Auburn,76,32,Placer_1,1052971.41602,4410.3891686
457,942,762,Auburn,76,32,Placer_1,2194619.62891,6181.76302502
458,843,711,Rocklin,72,38,Placer_1,48885153.4932,32498.604738
459,210,720,Lincoln,73,34,Placer_1,15619287.0977,17455.2276683
460,1114,62,Folsom,10,11,Sac_3,24888899.1211,20487.4162696
461,838,712,Rocklin,72,37,Placer_1,41402835.8643,44094.1414707
462,1458,720,Lincoln,73,36,Placer_1,87577163.2578,46167.2331143
463,273,12,North Natomas,3,1,Sac_4,16482707.8906,17059.2129234
464,852,862,Cameron Park-Shingle Springs,86,40,El Dorado,11520212.0986,21565.2349899
465,940,762,Auburn,76,32,Placer_1,2346503.77246,6966.88436396
466,38,301,South Sutter,30,30,SutterYuba,533842341.579,90585.3773106
467,418,112,Fair Oaks,13,9,Sac_3,22233233.4844,19238.2029319
468,998,870,Pilot Hill,87,40,El Dorado,264692089.049,73979.532451
469,1510,712,Rocklin,72,37,Placer_1,29837951.2139,23322.5424918
470,845,720,Lincoln,73,34,Placer_1,64319309.7021,38378.0175373
471,1092,712,Rocklin,72,37,Placer_1,24309466.2939,22062.055358
472,941,762,Auburn,76,32,Placer_1,4205366.8125,9844.41091682
473,211,720,Lincoln,73,34,Placer_1,20775202.4521,20376.6148948
474,844,711,Rocklin,72,38,Placer_1,15148615.5225,16591.0163785
475,409,112,Fair Oaks,13,9,Sac_3,10743983.0576,13396.407744
476,39,302,South Sutter,30,30,SutterYuba,395759307.124,82331.8166286
477,978,712,Rocklin,72,38,Placer_1,11501270.1553,15726.9414141
478,1464,771,Loomis,77,35,Placer_1,34304561.2783,32982.0364478
479,938,762,Auburn,76,32,Placer_1,16612608.2871,19286.3463718
480,1446,711,Rocklin,72,38,Placer_1,29235828.5918,25561.0572947
481,1453,720,Lincoln,73,34,Placer_1,336470234.083,84389.742725
482,839,712,Rocklin,72,37,Placer_1,26934885.5244,27818.895141
483,939,762,Auburn,76,32,Placer_1,3388242.95508,7843.51483122
484,1044,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,149090222.696,79236.8555466
485,219,880,Coloma - Lotus,88,40,El Dorado,412962603.404,127047.958565
486,205,771,Loomis,77,36,Placer_1,314030692.729,96355.1435396
487,1463,771,Loomis,77,35,Placer_1,23490662.79,20100.0106984
488,937,762,Auburn,76,32,Placer_1,51500878.0508,34838.1574119
489,868,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,1914718076.46,218097.563016
490,209,720,Lincoln,73,34,Placer_1,12992459.666,14472.9735325
491,208,720,Lincoln,73,34,Placer_1,5342640.14355,10442.2494626
492,1443,700,Roseville West,70,38,Placer_1,41532117.1533,26324.0012219
493,410,112,Fair Oaks,13,9,Sac_3,10546713.8818,13264.6533558
494,985,711,Rocklin,72,38,Placer_1,39018007.251,31144.4822682
495,1459,721,Lincoln,73,34,Placer_1,106412400.748,46339.7635582
496,1444,700,Roseville West,70,38,Placer_1,115975150.874,43089.1304919
497,943,762,Auburn,76,36,Placer_1,127625700.652,56627.1666891
498,983,730,West Placer,74,36,Placer_1,260241453.456,65941.9535226
499,823,561,Dunnigan - Knight's Landing,56,17,Yolo,1001172624.53,128188.402001
500,1447,721,Lincoln,73,34,Placer_1,19242515.2178,21207.802229
501,200,712,Rocklin,72,37,Placer_2,22548419.5498,24651.0363552
502,199,713,Rocklin,72,37,Placer_2,27515856.1816,26909.3647518
503,1452,720,Lincoln,73,34,Placer_1,45007704.2617,34612.9829924
504,414,112,Fair Oaks,13,9,Sac_3,10377903.792,13459.9476157
505,35,301,South Sutter,30,30,SutterYuba,333154304.938,73730.3194479
506,1448,721,Lincoln,73,34,Placer_1,11758167.9365,15529.3755174
507,162,772,Loomis,77,35,Placer_1,319707468.756,94865.2130517
508,1149,721,Lincoln,73,34,Placer_1,9674486.92578,13469.3917544
509,197,712,Rocklin,72,38,Placer_2,5032337.66211,8951.24514533
510,160,762,Auburn,76,36,Placer_1,46622962.2383,36009.0809637
511,196,712,Rocklin,72,37,Placer_2,10425430.9102,14568.0944734
512,846,721,Lincoln,73,34,Placer_1,9442133.47363,15089.8993582
513,201,712,Rocklin,72,37,Placer_2,28425308.4961,25961.5050223
514,944,762,Auburn,76,36,Placer_1,169466992.317,69729.4439413
515,956,713,Rocklin,72,37,Placer_2,19694662.293,19746.5488672
516,1504,862,Cameron Park-Shingle Springs,86,40,El Dorado,145751725.019,64121.6573773
517,1450,721,Lincoln,73,34,Placer_1,46555471.1055,36620.1228787
518,984,701,Roseville West,70,38,Placer_1,20719847.2002,20488.1032869
519,206,721,Lincoln,73,34,Placer_1,33615981.8223,24625.1395296
520,1466,712,Rocklin,72,37,Placer_2,24100086.1514,19325.0041751
521,1091,721,Lincoln,73,34,Placer_1,64166391.8281,43915.076274
522,195,702,Roseville West,70,38,Placer_2,12013675.4863,16069.1195346
523,1449,721,Lincoln,73,34,Placer_1,21454958.6943,19735.9031254
524,1461,721,Lincoln,73,34,Placer_1,54423317.3721,33112.6470465
525,1438,701,Roseville West,70,38,Placer_2,6824922.58203,10047.219543
526,1439,701,Roseville West,70,38,Placer_2,11781545.1621,18473.59366
527,842,730,West Placer,74,36,Placer_1,543853916.647,100283.864457
528,1462,721,Lincoln,73,34,Placer_1,42574202.9834,41102.4371707
529,1441,700,Roseville West,70,38,Placer_1,45785652.7607,29055.4600815
530,34,301,South Sutter,30,30,SutterYuba,332112800.515,73798.3247638
531,419,111,Fair Oaks,13,9,Sac_3,22729228.9414,19383.7152425
532,194,712,Rocklin,72,37,Placer_2,19088780.3311,20304.1176682
533,203,712,Rocklin,72,37,Placer_2,34020317.8721,39540.323913
534,828,562,Dunnigan - Knight's Landing,56,17,Yolo,1026928312.82,226547.519983
535,1016,951,Georgetown,93,40,El Dorado,285720220.387,108824.800784
536,198,713,Rocklin,72,37,Placer_2,21441207.1992,23654.9608543
537,1015,951,Georgetown,93,40,El Dorado,230585516.436,72427.8473106
538,1054,931,Pollock Pines,91,40,El Dorado,257871344.421,157328.468851
539,824,541,Esparto - Capay,54,17,Yolo,38702121.1924,48332.9145471
540,1003,880,Coloma - Lotus,88,40,El Dorado,286176730.24,141862.460255
541,1451,721,Lincoln,73,34,Placer_1,71355118.624,37771.9968082
542,407,100,Carmichael,12,9,Sac_3,13295248.3076,15488.6616926
543,836,772,Loomis,77,36,Placer_1,207220611.227,62717.5005476
544,1437,701,Roseville West,70,38,Placer_2,7193719.23242,11504.7443222
545,957,713,Rocklin,72,36,Placer_2,12544485.3467,17218.0816799
546,825,541,Esparto - Capay,54,17,Yolo,97330677.5244,47307.0170075
547,1084,701,Roseville West,70,38,Placer_2,26127496.417,26102.4532177
548,958,771,Loomis,77,35,Placer_1,50809145.8281,48295.4825005
549,1051,931,Pollock Pines,91,40,El Dorado,223308196.842,99351.5715872
550,1460,721,Lincoln,73,34,Placer_1,21959450.5518,19901.4598996
551,1526,712,Rocklin,72,37,Placer_2,17593706.9697,27438.874688
552,955,713,Rocklin,72,37,Placer_2,8512410.1875,14169.0709353
553,404,100,Carmichael,12,9,Sac_3,12959777.667,15764.3341402
554,1151,561,Dunnigan - Knight's Landing,56,17,Yolo,214850535.121,73574.9415391
555,829,562,Dunnigan - Knight's Landing,56,17,Yolo,16683744.6563,22920.9232467
556,835,780,Granite Bay,78,36,Placer_1,225378387.906,86081.6212131
557,189,713,Rocklin,72,37,Placer_2,20665718.3945,21835.4097314
558,830,562,Dunnigan - Knight's Landing,56,17,Yolo,3353769.86133,8584.41533929
559,997,870,Pilot Hill,87,40,El Dorado,279821311.888,95403.0959924
560,192,713,Rocklin,72,37,Placer_2,32913167.4316,28070.9385039
561,274,12,North Natomas,3,1,Sac_4,6461603.02539,12236.2949512
562,1089,702,Roseville West,70,38,Placer_2,20748428.2021,18854.0078718
563,1465,702,Roseville West,70,38,Placer_2,11322593.6709,15280.3249198
564,187,702,Roseville West,70,38,Placer_2,25950898.8701,22431.1009147
565,190,713,Rocklin,72,37,Placer_2,3123966.16406,7247.2381359
566,1467,702,Roseville West,70,38,Placer_2,11751733.5908,15852.7466101
567,358,93,Arden Arcade,11,9,Sac_5,1409043.83301,4684.87724127
568,1087,701,Roseville West,70,38,Placer_2,10387258.9834,15805.8520764
569,1115,62,Folsom,10,11,Sac_3,32458189.8047,24922.2094066
570,1436,701,Roseville West,70,38,Placer_2,24728962.7832,22863.5816497
571,356,93,Arden Arcade,11,9,Sac_5,16319619.1514,17794.6747359
572,1435,701,Roseville West,70,38,Placer_2,27560140.4326,21734.7875866
573,361,93,Arden Arcade,11,9,Sac_5,13911494.6533,15859.8478264
574,392,100,Carmichael,12,9,Sac_5,13054020.4395,17399.7671715
575,1440,700,Roseville West,70,38,Placer_1,18458436.7949,18016.5690296
576,138,512,Woodland,51,19,Yolo,6975311.33398,10579.7530403
577,1172,72,South Natomas,2,1,Sac_4,6952247.16309,11059.3054932
578,1442,700,Roseville West,70,38,Placer_1,39416734.7354,27364.7719077
579,1445,700,Roseville West,70,38,Placer_1,40137990.3555,25753.5720076
580,572,122,Rancho Cordova West,16,8,Sac_5,10672243.8789,13332.6832752
581,193,713,Rocklin,72,37,Placer_2,19146744.6172,22957.2471673
582,1024,852,El Dorado Hills,85,40,El Dorado,285995885.857,85968.0576786
583,1152,561,Dunnigan - Knight's Landing,56,22,Yolo,58236320.7227,34321.9216148
584,989,512,Woodland,51,19,Yolo,7019825.47559,10613.9494613
585,191,713,Rocklin,72,37,Placer_2,53158007.667,32418.3193747
586,574,122,Rancho Cordova West,16,8,Sac_5,17351721.9004,18489.4478344
587,1006,920,Placerville,90,40,El Dorado,138861110.07,79375.8071896
588,250,71,South Natomas,2,1,Sac_4,21709419.8857,25304.3862782
589,1147,700,Roseville West,70,38,Placer_1,30562812.0215,24467.7449089
590,139,512,Woodland,51,19,Yolo,11005325.7246,14129.4676905
591,342,84,North Sacramento,6,1,Sac_6,5295922.70801,13521.1027134
592,1090,702,Roseville West,70,38,Placer_2,13260946.3799,16704.8222567
593,867,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,3108166387.75,343040.466744
594,1523,222,Cosumnes,25,10,Sac_9,54665024.21,35485.6161687
595,393,100,Carmichael,12,9,Sac_5,15817201.1172,20936.6912718
596,982,731,West Placer,74,39,Placer_1,156805412.274,56121.9028066
597,46,571,Yolo Causeway,57,17,Yolo,566014836.944,142439.930934
598,149,512,Woodland,51,19,Yolo,124234553.646,47982.8044235
599,1008,920,Placerville,90,40,El Dorado,210782110.901,94846.7913451
600,903,123,Rancho Cordova West,16,8,Sac_9,9689312.17578,14734.5073661
601,1434,701,Roseville West,70,38,Placer_2,21594248.1299,20082.9602795
602,243,83,North Sacramento,6,1,Sac_4,9124222.50488,13823.6401559
603,1085,701,Roseville West,70,38,Placer_2,11593627.8506,14807.7734981
604,186,701,Roseville West,70,38,Placer_2,22669251.1582,20240.3491269
605,137,512,Woodland,51,19,Yolo,7207594.83984,10634.8139476
606,44,501,West Sacramento,50,23,Yolo,72872997.96,34172.2176648
607,245,83,North Sacramento,6,1,Sac_4,4827536.90234,11033.7510502
608,1083,701,Roseville West,70,38,Placer_2,5583101.95605,10044.507095
609,567,122,Rancho Cordova West,16,8,Sac_5,21806930.627,22230.8339379
610,1432,301,South Sutter,30,31,SutterYuba,69756200.043,35160.224334
611,36,301,South Sutter,30,31,SutterYuba,153277840.598,50510.625649
612,569,122,Rancho Cordova West,16,8,Sac_5,14402069.0234,15986.7297625
613,821,542,Esparto - Capay,54,17,Yolo,938969081.56,152648.581673
614,357,93,Arden Arcade,11,9,Sac_5,10555695.9229,16579.7429795
615,136,512,Woodland,51,19,Yolo,6841551.93262,10666.6855007
616,1088,702,Roseville West,70,38,Placer_2,46468521.2793,32596.2967867
617,43,501,West Sacramento,50,23,Yolo,29123257.9346,26211.7918197
618,37,301,South Sutter,30,31,SutterYuba,244601766.112,68169.9528012
619,346,94,Arden Arcade,11,9,Sac_5,5225873.31055,10566.1350175
620,188,702,Roseville West,70,38,Placer_2,22403012.8447,22583.2104939
621,352,94,Arden Arcade,11,9,Sac_5,7327824.16797,13407.452288
622,990,512,Woodland,51,19,Yolo,2945628.16211,7904.61807662
623,1520,124,Rancho Cordova East,17,8,Sac_3,12543671.9609,13918.2443667
624,1000,880,Coloma - Lotus,88,40,El Dorado,139909848.768,64559.4734547
625,1053,931,Pollock Pines,91,40,El Dorado,98579573.5986,71717.4855095
626,1109,84,North Sacramento,6,1,Sac_6,6484218.52051,10836.1569695
627,217,851,El Dorado Hills,85,40,El Dorado,207405911.189,86421.8667142
628,584,123,Rancho Cordova West,16,8,Sac_9,12977097.7988,16580.4157116
629,331,32,Antelope-North Highlands,7,13,Sac_1,25199672.3574,24238.0298271
630,362,93,Arden Arcade,11,9,Sac_5,14460134.5225,16295.9847252
631,1050,932,Pollock Pines,91,40,El Dorado,277643196.536,107230.06039
632,1418,701,Roseville West,70,38,Placer_1,18109768.1377,17972.9055095
633,1170,501,West Sacramento,50,23,Yolo,13406230.1387,17410.9455445
634,1422,701,Roseville West,70,38,Placer_1,20955531.6904,21804.9543408
635,902,123,Rancho Cordova West,16,8,Sac_9,5553001.44727,11214.7973607
636,1496,63,Folsom,10,11,Sac_3,4240490.72754,8873.77250969
637,185,701,Roseville West,70,38,Placer_2,23065998.959,23116.5144296
638,1073,131,Downtown,1,1,Sac_4,2285724.79492,6472.38546249
639,184,701,Roseville West,70,38,Placer_2,25111351.5029,21950.0442934
640,781,131,Downtown,1,1,Sac_4,2562195.68262,6844.00359429
641,854,880,Coloma - Lotus,88,40,El Dorado,266993360.69,78606.8420269
642,1472,703,Roseville East,71,38,Placer_2,20348954.625,22515.9606565
643,1068,131,Downtown,1,1,Sac_4,3105264.20508,7527.67773055
644,1528,131,Downtown,1,1,Sac_4,3102242.76758,7233.4239241
645,1471,703,Roseville East,71,38,Placer_2,19504432.0439,23594.2375528
646,382,32,Antelope-North Highlands,7,9,Sac_1,9865650.12598,13519.826433
647,1063,131,Downtown,1,1,Sac_4,3132918.32813,7717.66863405
648,1086,701,Roseville West,70,38,Placer_2,40480466.6045,26499.5049852
649,161,780,Granite Bay,78,36,Placer_1,198099824.134,65968.0066707
650,1531,84,North Sacramento,6,1,Sac_6,3886239.89453,8808.15670806
651,1046,932,Pollock Pines,91,40,El Dorado,305327231.433,104699.442037
652,1074,131,Downtown,1,2,Sac_4,3606660.31152,9029.82960403
653,1010,931,Pollock Pines,91,40,El Dorado,93713582.1025,46990.9801714
654,338,84,North Sacramento,6,1,Sac_6,6391798.91504,12569.1831864
655,1495,63,Folsom,10,11,Sac_3,25226317.7393,21683.7017537
656,244,83,North Sacramento,6,1,Sac_4,25353386.1719,21329.8922806
657,1004,901,Placerville,90,40,El Dorado,93510947.9629,47418.3202964
658,976,780,Granite Bay,78,36,Placer_1,57966382.6816,31449.1018683
659,886,32,Antelope-North Highlands,7,9,Sac_1,9822534.5791,12779.2275979
660,880,94,Arden Arcade,11,9,Sac_5,5466443.61426,10792.7032583
661,182,702,Roseville West,70,38,Placer_2,8939414.64746,13402.4931829
662,881,94,Arden Arcade,11,9,Sac_5,6900815.15918,13177.2993928
663,837,780,Granite Bay,78,36,Placer_1,66043328.1494,35534.6714308
664,218,851,El Dorado Hills,85,40,El Dorado,226398494.119,73142.7905396
665,1067,131,Downtown,1,2,Sac_4,1287807.89453,5082.00695112
666,1420,701,Roseville West,70,38,Placer_1,28677076.042,21385.8415168
667,1229,124,Rancho Cordova West,16,8,Sac_3,4750676.625,9025.01173979
668,1421,701,Roseville West,70,38,Placer_1,23755712.6699,19576.3244146
669,391,100,Carmichael,12,9,Sac_5,15487186.2969,16735.6602644
670,1110,94,Arden Arcade,11,9,Sac_5,3652746.84375,9623.93128241
671,1138,124,Rancho Cordova East,17,8,Sac_3,59344519.9873,34241.6784917
672,1070,131,Downtown,1,2,Sac_4,1376779.98047,6739.6478829
673,871,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,261674753.149,104934.549796
674,1072,131,Downtown,1,2,Sac_4,4624730.20898,9570.93970989
675,1502,852,El Dorado Hills,85,40,El Dorado,164452361.174,60083.5349129
676,1169,501,West Sacramento,50,23,Yolo,11532018.2832,13912.5057884
677,577,123,Rancho Cordova West,16,8,Sac_9,6825873.28027,11073.4384624
678,339,84,North Sacramento,6,1,Sac_6,33738949.2422,25458.3525472
679,1071,131,Downtown,1,2,Sac_4,1518833.77832,4880.50383432
680,1101,862,Cameron Park-Shingle Springs,86,40,El Dorado,96603560.5703,47859.1390778
681,345,94,Arden Arcade,11,9,Sac_5,10450285.6514,13191.7227668
682,355,94,Arden Arcade,11,9,Sac_5,6953460.86523,10543.8125799
683,882,94,Arden Arcade,11,9,Sac_5,6901921.6377,10517.2078897
684,849,852,El Dorado Hills,85,40,El Dorado,8589195.35254,12375.1646849
685,1062,131,Downtown,1,2,Sac_4,2994850.22754,7532.57568123
686,360,93,Arden Arcade,11,9,Sac_5,16926876.0986,17371.4502678
687,365,93,Arden Arcade,11,9,Sac_5,16598155.5645,18130.3212069
688,883,93,Arden Arcade,11,9,Sac_5,10526185.7383,16771.3500566
689,314,32,Antelope-North Highlands,7,13,Sac_1,7385508.38086,13140.4124849
690,42,501,West Sacramento,50,23,Yolo,9874717.72266,15411.6415919
691,1066,131,Downtown,1,2,Sac_4,1796308.92383,5872.89440502
692,366,93,Arden Arcade,11,9,Sac_5,21943254.9922,18694.6614563
693,1064,131,Downtown,1,2,Sac_4,1871792.04004,6331.93325206
694,1065,131,Downtown,1,2,Sac_4,1657943.93652,5736.31397981
695,545,62,Folsom,10,11,Sac_3,10824053.3486,14505.4618941
696,1223,124,Rancho Cordova East,17,8,Sac_3,25405926.2939,22522.3156833
697,568,122,Rancho Cordova West,16,8,Sac_5,5865658.87012,11909.8988578
698,563,124,Rancho Cordova West,16,8,Sac_3,16838496.9404,20287.980257
699,40,501,West Sacramento,50,23,Yolo,2652358.66504,6648.08366305
700,412,112,Fair Oaks,13,9,Sac_3,44825427.252,27994.9645187
701,1123,123,Rancho Cordova West,16,8,Sac_9,43325858.2891,33138.2503762
702,1124,123,Rancho Cordova West,16,8,Sac_9,14186837.4941,26568.0064922
703,1122,123,Rancho Cordova West,16,8,Sac_9,9594068.30176,13192.4848545
704,405,100,Carmichael,12,9,Sac_3,14501311.1855,16244.0010035
705,783,131,Downtown,1,2,Sac_4,3430094.46582,7736.58501159
706,782,131,Downtown,1,2,Sac_4,880815.222656,3882.79368694
707,813,521,Davis,52,17,Yolo,298341442.338,73234.4954196
708,93,522,Davis,52,21,Yolo,292581112.842,80657.2915672
709,87,521,Davis,52,21,Yolo,52029656.1816,30879.3309576
710,406,100,Carmichael,12,9,Sac_3,11074119.7705,14236.1241043
711,88,521,Davis,52,21,Yolo,56654577.0732,31926.3270117
712,86,521,Davis,52,21,Yolo,49662702.2422,31881.8483656
713,874,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,1272979835.6,201002.029785
714,94,522,Davis,52,21,Yolo,50504508.4814,30949.5764239
715,232,81,North Sacramento,6,1,Sac_4,24115351.5508,20495.3796161
716,348,94,Arden Arcade,11,9,Sac_5,10438676.4951,13155.5233271
717,1491,62,Folsom,10,11,Sac_3,12066468.5303,17362.867709
718,363,93,Arden Arcade,11,9,Sac_5,10432031.7412,14473.5635453
719,353,94,Arden Arcade,11,9,Sac_5,13957731.8701,15846.4795519
720,570,122,Rancho Cordova West,16,8,Sac_5,10575019.3799,20139.6126405
721,359,93,Arden Arcade,11,9,Sac_5,18387953.3203,18533.6130815
722,1228,123,Rancho Cordova West,16,8,Sac_9,5147228.56152,9487.05548602
723,1117,62,Folsom,10,11,Sac_3,20126696.8184,27715.6572623
724,805,133,Downtown,1,2,Sac_4,1901269.80566,5953.03777593
725,804,133,Downtown,1,2,Sac_4,2292118.17285,6168.55803691
726,1433,14,North Natomas,3,13,Sac_1,15843464.3047,17390.3546867
727,51,502,West Sacramento,50,23,Yolo,14407849.4951,15404.1118269
728,986,503,West Sacramento,50,23,Yolo,7509968.87988,11390.3555684
729,1320,14,North Natomas,3,13,Sac_4,14154489.833,15054.4885086
730,1078,501,West Sacramento,50,23,Yolo,5728533.01563,10730.7880741
731,466,151,East Sacramento,14,2,Sac_6,23863090.6211,26903.4638557
732,1075,131,Downtown,1,2,Sac_4,1097715.51367,5286.34452355
733,41,501,West Sacramento,50,23,Yolo,3838797.02832,7886.79620549
734,269,13,North Natomas,3,16,Sac_1,21144190.8203,19197.8528219
735,764,134,Downtown,1,2,Sac_4,2691096.56641,6711.5371279
736,259,13,North Natomas,3,1,Sac_4,21786725.4063,20803.0191422
737,765,133,Downtown,1,2,Sac_4,2535567.51563,6548.18425113
738,585,123,Rancho Cordova West,16,8,Sac_9,8161775.13574,11757.9353154
739,58,502,West Sacramento,50,23,Yolo,12972254.2891,15758.9264311
740,583,123,Rancho Cordova West,16,8,Sac_9,7043162.72754,11452.4813241
741,1077,131,Downtown,1,2,Sac_4,1151460.55273,5558.4724053
742,544,62,Folsom,10,11,Sac_3,15165647.3936,22874.4741289
743,784,132,Downtown,1,2,Sac_4,2623845.96387,6686.12460636
744,780,131,Downtown,1,2,Sac_4,3222931.07031,8441.71190595
745,1321,14,North Natomas,3,1,Sac_4,3415707.51563,8660.60217686
746,261,14,North Natomas,3,1,Sac_4,16115843.9336,16397.9404435
747,1322,14,North Natomas,3,1,Sac_4,7341344.22461,14417.8322483
748,260,13,North Natomas,3,1,Sac_4,13545429.8428,15437.9368809
749,1025,852,El Dorado Hills,85,40,El Dorado,17485082.582,18582.4190615
750,631,14,North Natomas,3,1,Sac_4,5637157.51074,13822.7731781
751,237,81,North Sacramento,6,1,Sac_4,22696384.3428,19280.5162251
752,238,81,North Sacramento,6,1,Sac_4,12949676.915,15117.5281659
753,1424,701,Roseville West,70,38,Placer_1,31342419.9824,22456.7611986
754,166,703,Roseville East,71,38,Placer_2,18544290.0869,22205.5371521
755,151,512,Woodland,51,19,Yolo,137870888.51,47337.309226
756,826,561,Dunnigan - Knight's Landing,56,17,Yolo,981078675.126,125687.446812
757,875,940,Mt Aukum - Grizzly Flat,92,40,El Dorado,287503833.846,92960.1354754
758,1137,703,Roseville East,71,38,Placer_2,12368419.624,15378.4205583
759,230,81,North Sacramento,6,1,Sac_4,22397884.7773,25177.6266424
760,1002,880,Coloma - Lotus,88,40,El Dorado,75411372.9023,56195.9683801
761,1318,14,North Natomas,3,13,Sac_4,4224099.17676,8847.92162747
762,183,701,Roseville West,70,38,Placer_2,11845743.2002,14137.686471
763,150,512,Woodland,51,19,Yolo,19888234.6494,27697.2682991
764,389,100,Carmichael,12,9,Sac_5,6938903.19531,10518.6490267
765,408,112,Fair Oaks,13,9,Sac_3,14053964.6055,16072.5037954
766,181,702,Roseville East,71,38,Placer_2,7356767.33398,18252.0515578
767,888,100,Carmichael,12,9,Sac_5,6505403.74023,10205.7419348
768,384,32,Antelope-North Highlands,7,9,Sac_1,19801092.209,19100.3997137
769,1052,931,Pollock Pines,91,40,El Dorado,25578661.4316,29634.5777633
770,562,126,Rancho Cordova West,16,8,Sac_3,23914774.624,19950.8626249
771,221,920,Placerville,90,40,El Dorado,29042659.0459,25019.386295
772,417,112,Fair Oaks,13,9,Sac_3,19451160.2979,20020.0651685
773,1233,126,Rancho Cordova West,16,8,Sac_3,17150514.2451,19755.8556548
774,383,32,Antelope-North Highlands,7,9,Sac_1,6791724.74805,11016.7424082
775,180,702,Roseville West,70,38,Placer_2,9787036.5625,17862.5011265
776,257,14,North Natomas,3,1,Sac_4,5818039.69727,10361.5881189
777,416,112,Fair Oaks,13,9,Sac_3,13730754.6484,15877.3815825
778,1082,701,Roseville West,70,38,Placer_2,15750378.3525,20560.9070544
779,262,14,North Natomas,3,13,Sac_4,4197711.24121,11666.0013256
780,415,112,Fair Oaks,13,9,Sac_3,14926412.5742,18035.020045
781,1232,126,Rancho Cordova West,16,8,Sac_3,20765213.3994,22732.725559
782,165,703,Roseville East,71,38,Placer_2,12664675.0967,19861.3838108
783,420,111,Fair Oaks,13,9,Sac_3,16465170.7939,17191.8961187
784,856,901,Placerville,90,40,El Dorado,48802904.8096,37026.7470676
785,1154,124,Rancho Cordova East,17,8,Sac_3,103449265.021,47157.435585
786,1096,852,El Dorado Hills,85,40,El Dorado,71950484.4453,49501.16244
787,397,100,Carmichael,12,9,Sac_3,14030387.6396,15885.8195992
788,951,704,Roseville East,71,38,Placer_2,4938234.21289,14177.8357272
789,1116,62,Folsom,10,11,Sac_3,10748169.8105,16616.5536278
790,376,91,Arden Arcade,11,9,Sac_5,16231658.6729,17275.9538598
791,173,704,Roseville East,71,38,Placer_2,8732773.5127,15415.8863954
792,541,63,Folsom,10,11,Sac_3,8618109.56934,15870.1458396
793,423,111,Fair Oaks,13,9,Sac_3,11736595.5469,16379.0527931
794,1468,703,Roseville East,71,38,Placer_2,8215490.25977,13032.7866108
795,1497,64,Folsom,10,11,Sac_3,36897474.1973,25579.5835508
796,1237,71,South Natomas,2,1,Sac_4,5084768.92676,10209.4656714
797,178,704,Roseville West,70,38,Placer_2,14201966.7656,18969.0870365
798,403,100,Carmichael,12,9,Sac_3,26272017.5645,21128.6855295
799,954,704,Roseville West,70,38,Placer_2,22315627.2148,19392.1264706
800,398,100,Carmichael,12,9,Sac_3,16764413.4551,16898.7351326
801,402,100,Carmichael,12,9,Sac_3,20600164.6299,19484.3308785
802,179,704,Roseville West,70,39,Placer_2,74544979.9209,39132.288005
803,1503,852,El Dorado Hills,85,40,El Dorado,287365128.522,73106.7944746
804,388,100,Carmichael,12,9,Sac_5,16663514.2168,16798.1419722
805,1425,704,Roseville West,70,39,Placer_2,20661504.7617,21491.4959866
806,1236,124,Rancho Cordova East,17,8,Sac_3,16070155.7822,16285.0475081
807,176,704,Roseville East,71,38,Placer_2,3682176.94824,10206.5557055
808,1324,14,North Natomas,3,1,Sac_4,5771895.64453,11389.9051141
809,816,550,Winters,55,17,Yolo,2166096064.74,233193.841093
810,1427,704,West Placer,74,39,Placer_2,13259129.4355,16752.1903043
811,368,92,Arden Arcade,11,9,Sac_5,14999092.3232,18430.4793473
812,1097,852,El Dorado Hills,85,40,El Dorado,12638078.6465,18040.1012264
813,1423,701,West Placer,74,38,Placer_1,8445565.73828,13338.1379696
814,330,32,Antelope-North Highlands,7,1,Sac_6,17244608.0273,25400.6619281
815,549,222,Cosumnes,25,10,Sac_9,683274919.299,119652.333723
